date,store_id,state_id,cat_id,total_sales,weekday,month,year,event_name_1,event_type_1,event_name_2,event_type_2
2016-02-16,TX_1,TX,HOUSEHOLD,905,Tuesday,2,2016,,,,
2016-04-13,TX_1,TX,HOUSEHOLD,675,Wednesday,4,2016,,,,
2011-03-07,TX_1,TX,FOODS,1747,Monday,3,2011,,,,
2011-11-12,TX_1,TX,FOODS,2276,Saturday,11,2011,,,,
2011-12-31,TX_1,TX,FOODS,2211,Saturday,12,2011,,,,
2012-01-27,TX_1,TX,FOODS,1665,Friday,1,2012,,,,
2014-08-01,TX_1,TX,FOODS,2588,Friday,8,2014,,,,
2014-11-30,TX_1,TX,FOODS,2027,Sunday,11,2014,,,,
2015-05-28,TX_1,TX,FOODS,1711,Thursday,5,2015,,,,
2015-08-04,TX_1,TX,FOODS,2082,Tuesday,8,2015,,,,
2015-09-11,TX_1,TX,FOODS,1850,Friday,9,2015,,,,
2011-03-18,TX_2,TX,HOBBIES,231,Friday,3,2011,,,,
2012-04-06,TX_2,TX,HOBBIES,272,Friday,4,2012,,,,
2012-09-30,TX_2,TX,HOBBIES,360,Sunday,9,2012,,,,
2012-10-14,TX_2,TX,HOBBIES,369,Sunday,10,2012,,,,
2012-11-30,TX_2,TX,HOBBIES,305,Friday,11,2012,,,,
2013-05-10,TX_2,TX,HOBBIES,431,Friday,5,2013,,,,
2014-04-25,TX_2,TX,HOBBIES,365,Friday,4,2014,,,,
2014-08-02,TX_2,TX,HOBBIES,372,Saturday,8,2014,,,,
2015-01-30,TX_2,TX,HOBBIES,429,Friday,1,2015,,,,
2015-02-20,TX_2,TX,HOBBIES,382,Friday,2,2015,,,,
2015-07-25,TX_2,TX,HOBBIES,316,Saturday,7,2015,,,,
2015-08-24,TX_2,TX,HOBBIES,347,Monday,8,2015,,,,
2015-09-10,TX_2,TX,HOBBIES,313,Thursday,9,2015,,,,
2015-11-25,TX_2,TX,HOBBIES,373,Wednesday,11,2015,,,,
2015-12-29,TX_2,TX,HOBBIES,324,Tuesday,12,2015,,,,
2012-09-21,TX_1,TX,HOBBIES,192,Friday,9,2012,,,,
2013-02-26,TX_1,TX,HOBBIES,165,Tuesday,2,2013,,,,
2013-04-12,TX_1,TX,HOBBIES,248,Friday,4,2013,,,,
2013-05-04,TX_1,TX,HOBBIES,350,Saturday,5,2013,,,,
2013-06-07,TX_1,TX,HOBBIES,202,Friday,6,2013,,,,
2013-08-23,TX_1,TX,HOBBIES,262,Friday,8,2013,,,,
2014-12-03,TX_1,TX,HOBBIES,263,Wednesday,12,2014,,,,
2015-01-12,TX_1,TX,HOBBIES,170,Monday,1,2015,,,,
2015-01-23,TX_1,TX,HOBBIES,215,Friday,1,2015,,,,
2015-05-17,TX_1,TX,HOBBIES,473,Sunday,5,2015,,,,
2015-08-01,TX_1,TX,HOBBIES,348,Saturday,8,2015,,,,
2015-10-25,TX_1,TX,HOBBIES,306,Sunday,10,2015,,,,
2011-01-30,TX_1,TX,HOUSEHOLD,520,Sunday,1,2011,,,,
2011-02-05,TX_1,TX,HOUSEHOLD,548,Saturday,2,2011,,,,
2011-04-09,TX_1,TX,HOUSEHOLD,507,Saturday,4,2011,,,,
2011-10-04,TX_1,TX,HOUSEHOLD,344,Tuesday,10,2011,,,,
2012-03-24,TX_1,TX,HOUSEHOLD,683,Saturday,3,2012,,,,
2012-05-17,TX_1,TX,HOUSEHOLD,433,Thursday,5,2012,,,,
2012-12-10,TX_1,TX,HOUSEHOLD,587,Monday,12,2012,,,,
2012-12-28,TX_1,TX,HOUSEHOLD,979,Friday,12,2012,,,,
2013-02-10,TX_1,TX,HOUSEHOLD,1153,Sunday,2,2013,,,,
2013-03-04,TX_1,TX,HOUSEHOLD,862,Monday,3,2013,,,,
2013-06-19,TX_1,TX,HOUSEHOLD,741,Wednesday,6,2013,,,,
2013-07-20,TX_1,TX,HOUSEHOLD,833,Saturday,7,2013,,,,
2013-08-03,TX_1,TX,HOUSEHOLD,862,Saturday,8,2013,,,,
2013-10-09,TX_1,TX,HOUSEHOLD,617,Wednesday,10,2013,,,,
2014-07-12,TX_1,TX,HOUSEHOLD,1011,Saturday,7,2014,,,,
2014-07-17,TX_1,TX,HOUSEHOLD,616,Thursday,7,2014,,,,
2014-07-23,TX_1,TX,HOUSEHOLD,634,Wednesday,7,2014,,,,
2014-10-04,TX_1,TX,HOUSEHOLD,1068,Saturday,10,2014,EidAlAdha,Religious,,
2015-05-03,TX_1,TX,HOUSEHOLD,1198,Sunday,5,2015,,,,
2011-02-19,TX_1,TX,FOODS,1624,Saturday,2,2011,,,,
2011-10-02,TX_1,TX,FOODS,2503,Sunday,10,2011,,,,
2011-12-14,TX_1,TX,FOODS,1883,Wednesday,12,2011,,,,
2012-04-04,TX_1,TX,FOODS,1799,Wednesday,4,2012,,,,
2012-04-17,TX_1,TX,FOODS,2016,Tuesday,4,2012,,,,
2012-07-03,TX_1,TX,FOODS,2429,Tuesday,7,2012,,,,
2013-01-18,TX_1,TX,FOODS,1766,Friday,1,2013,,,,
2013-03-25,TX_1,TX,FOODS,1455,Monday,3,2013,,,,
2013-08-09,TX_1,TX,FOODS,2349,Friday,8,2013,,,,
2014-03-13,TX_1,TX,FOODS,2147,Thursday,3,2014,,,,
2014-06-28,TX_1,TX,FOODS,1961,Saturday,6,2014,,,,
2014-09-10,TX_1,TX,FOODS,1754,Wednesday,9,2014,,,,
2012-08-03,TX_2,TX,HOBBIES,337,Friday,8,2012,,,,
2012-09-26,TX_2,TX,HOBBIES,213,Wednesday,9,2012,,,,
2013-04-24,TX_2,TX,HOBBIES,372,Wednesday,4,2013,,,,
2014-01-26,TX_2,TX,HOBBIES,375,Sunday,1,2014,,,,
2014-07-19,TX_2,TX,HOBBIES,397,Saturday,7,2014,,,,
2014-08-18,TX_2,TX,HOBBIES,212,Monday,8,2014,,,,
2015-11-28,TX_2,TX,HOBBIES,371,Saturday,11,2015,,,,
2016-02-02,TX_2,TX,HOBBIES,306,Tuesday,2,2016,,,,
2016-03-23,TX_2,TX,HOBBIES,452,Wednesday,3,2016,,,,
2011-02-03,TX_1,TX,HOBBIES,292,Thursday,2,2011,,,,
2011-10-14,TX_1,TX,HOBBIES,134,Friday,10,2011,,,,
2012-01-31,TX_1,TX,HOBBIES,174,Tuesday,1,2012,,,,
2012-08-09,TX_1,TX,HOBBIES,127,Thursday,8,2012,,,,
2012-09-23,TX_1,TX,HOBBIES,197,Sunday,9,2012,,,,
2012-11-15,TX_1,TX,HOBBIES,160,Thursday,11,2012,,,,
2012-11-30,TX_1,TX,HOBBIES,156,Friday,11,2012,,,,
2012-12-16,TX_1,TX,HOBBIES,188,Sunday,12,2012,Chanukah End,Religious,,
2013-01-24,TX_1,TX,HOBBIES,187,Thursday,1,2013,,,,
2013-02-17,TX_1,TX,HOBBIES,229,Sunday,2,2013,,,,
2013-04-24,TX_1,TX,HOBBIES,268,Wednesday,4,2013,,,,
2013-11-14,TX_1,TX,HOBBIES,214,Thursday,11,2013,,,,
2013-12-01,TX_1,TX,HOBBIES,347,Sunday,12,2013,,,,
2014-03-25,TX_1,TX,HOBBIES,172,Tuesday,3,2014,,,,
2015-05-02,TX_1,TX,HOBBIES,284,Saturday,5,2015,,,,
2015-09-18,TX_1,TX,HOBBIES,356,Friday,9,2015,,,,
2015-12-10,TX_1,TX,HOBBIES,247,Thursday,12,2015,,,,
2016-04-13,TX_1,TX,HOBBIES,276,Wednesday,4,2016,,,,
2011-05-19,TX_1,TX,HOUSEHOLD,321,Thursday,5,2011,,,,
2011-06-02,TX_1,TX,HOUSEHOLD,385,Thursday,6,2011,,,,
2011-06-13,TX_1,TX,HOUSEHOLD,427,Monday,6,2011,,,,
2011-06-17,TX_1,TX,HOUSEHOLD,405,Friday,6,2011,,,,
2012-01-09,TX_1,TX,HOUSEHOLD,408,Monday,1,2012,,,,
2012-02-23,TX_1,TX,HOUSEHOLD,583,Thursday,2,2012,,,,
2012-05-31,TX_1,TX,HOUSEHOLD,488,Thursday,5,2012,,,,
2012-07-05,TX_1,TX,HOUSEHOLD,618,Thursday,7,2012,,,,
2012-07-22,TX_1,TX,HOUSEHOLD,869,Sunday,7,2012,,,,
2012-10-24,TX_1,TX,HOUSEHOLD,639,Wednesday,10,2012,,,,
2013-04-23,TX_1,TX,HOUSEHOLD,735,Tuesday,4,2013,,,,
2013-05-27,TX_1,TX,HOUSEHOLD,809,Monday,5,2013,MemorialDay,National,,
2013-12-29,TX_1,TX,HOUSEHOLD,689,Sunday,12,2013,,,,
2014-05-22,TX_1,TX,HOUSEHOLD,584,Thursday,5,2014,,,,
2015-01-09,TX_1,TX,HOUSEHOLD,640,Friday,1,2015,,,,
2015-02-01,TX_1,TX,HOUSEHOLD,1031,Sunday,2,2015,SuperBowl,Sporting,,
2015-04-30,TX_1,TX,HOUSEHOLD,648,Thursday,4,2015,,,,
2016-03-20,TX_1,TX,HOUSEHOLD,1360,Sunday,3,2016,,,,
2011-02-06,TX_1,TX,FOODS,2061,Sunday,2,2011,SuperBowl,Sporting,,
2011-05-20,TX_1,TX,FOODS,1422,Friday,5,2011,,,,
2011-06-22,TX_1,TX,FOODS,1131,Wednesday,6,2011,,,,
2011-08-27,TX_1,TX,FOODS,2104,Saturday,8,2011,,,,
2011-12-13,TX_1,TX,FOODS,2052,Tuesday,12,2011,,,,
2013-03-29,TX_1,TX,FOODS,2264,Friday,3,2013,,,,
2013-05-05,TX_1,TX,FOODS,2538,Sunday,5,2013,OrthodoxEaster,Religious,Cinco De Mayo,Cultural
2013-07-18,TX_1,TX,FOODS,1778,Thursday,7,2013,,,,
2013-10-08,TX_1,TX,FOODS,1884,Tuesday,10,2013,,,,
2015-02-24,TX_1,TX,FOODS,1637,Tuesday,2,2015,,,,
2015-03-12,TX_1,TX,FOODS,1800,Thursday,3,2015,,,,
2015-04-21,TX_1,TX,FOODS,1552,Tuesday,4,2015,,,,
2016-02-24,TX_1,TX,FOODS,1639,Wednesday,2,2016,,,,
2011-02-27,TX_2,TX,HOBBIES,254,Sunday,2,2011,,,,
2011-03-13,TX_2,TX,HOBBIES,256,Sunday,3,2011,,,,
2011-10-17,TX_2,TX,HOBBIES,223,Monday,10,2011,,,,
2012-09-21,TX_2,TX,HOBBIES,314,Friday,9,2012,,,,
2012-10-12,TX_2,TX,HOBBIES,277,Friday,10,2012,,,,
2012-12-03,TX_2,TX,HOBBIES,224,Monday,12,2012,,,,
2013-05-15,TX_2,TX,HOBBIES,351,Wednesday,5,2013,,,,
2013-08-02,TX_2,TX,HOBBIES,597,Friday,8,2013,,,,
2013-09-06,TX_2,TX,HOBBIES,311,Friday,9,2013,,,,
2014-09-05,TX_2,TX,HOBBIES,358,Friday,9,2014,,,,
2014-11-23,TX_2,TX,HOBBIES,356,Sunday,11,2014,,,,
2015-06-02,TX_2,TX,HOBBIES,341,Tuesday,6,2015,,,,
2012-02-13,TX_1,TX,HOBBIES,186,Monday,2,2012,,,,
2012-02-20,TX_1,TX,HOBBIES,211,Monday,2,2012,PresidentsDay,National,,
2012-08-02,TX_1,TX,HOBBIES,148,Thursday,8,2012,,,,
2012-10-01,TX_1,TX,HOBBIES,153,Monday,10,2012,,,,
2012-10-09,TX_1,TX,HOBBIES,128,Tuesday,10,2012,,,,
2013-01-20,TX_1,TX,HOBBIES,182,Sunday,1,2013,,,,
2013-09-20,TX_1,TX,HOBBIES,174,Friday,9,2013,,,,
2013-10-06,TX_1,TX,HOBBIES,273,Sunday,10,2013,,,,
2013-11-11,TX_1,TX,HOBBIES,243,Monday,11,2013,VeteransDay,National,,
2013-11-16,TX_1,TX,HOBBIES,228,Saturday,11,2013,,,,
2014-01-01,TX_1,TX,HOBBIES,119,Wednesday,1,2014,NewYear,National,,
2014-04-06,TX_1,TX,HOBBIES,258,Sunday,4,2014,,,,
2014-04-16,TX_1,TX,HOBBIES,226,Wednesday,4,2014,,,,
2014-06-12,TX_1,TX,HOBBIES,222,Thursday,6,2014,,,,
2014-06-26,TX_1,TX,HOBBIES,171,Thursday,6,2014,,,,
2014-11-22,TX_1,TX,HOBBIES,243,Saturday,11,2014,,,,
2015-10-15,TX_1,TX,HOBBIES,222,Thursday,10,2015,,,,
2015-10-17,TX_1,TX,HOBBIES,371,Saturday,10,2015,,,,
2015-10-23,TX_1,TX,HOBBIES,291,Friday,10,2015,,,,
2012-01-16,TX_1,TX,HOUSEHOLD,472,Monday,1,2012,MartinLutherKingDay,National,,
2012-06-10,TX_1,TX,HOUSEHOLD,868,Sunday,6,2012,,,,
2013-03-20,TX_1,TX,HOUSEHOLD,731,Wednesday,3,2013,,,,
2013-10-03,TX_1,TX,HOUSEHOLD,772,Thursday,10,2013,,,,
2014-01-15,TX_1,TX,HOUSEHOLD,518,Wednesday,1,2014,,,,
2014-04-04,TX_1,TX,HOUSEHOLD,800,Friday,4,2014,,,,
2014-10-30,TX_1,TX,HOUSEHOLD,620,Thursday,10,2014,,,,
2014-12-28,TX_1,TX,HOUSEHOLD,810,Sunday,12,2014,,,,
2015-07-27,TX_1,TX,HOUSEHOLD,867,Monday,7,2015,,,,
2011-03-09,TX_1,TX,FOODS,1609,Wednesday,3,2011,LentStart,Religious,,
2011-10-29,TX_1,TX,FOODS,1966,Saturday,10,2011,,,,
2012-10-01,TX_1,TX,FOODS,2280,Monday,10,2012,,,,
2012-12-09,TX_1,TX,FOODS,2578,Sunday,12,2012,,,,
2013-02-09,TX_1,TX,FOODS,2410,Saturday,2,2013,,,,
2013-06-08,TX_1,TX,FOODS,2446,Saturday,6,2013,,,,
2013-08-05,TX_1,TX,FOODS,2296,Monday,8,2013,,,,
2014-03-29,TX_1,TX,FOODS,2228,Saturday,3,2014,,,,
2014-06-22,TX_1,TX,FOODS,2595,Sunday,6,2014,,,,
2014-10-13,TX_1,TX,FOODS,2262,Monday,10,2014,ColumbusDay,National,,
2014-10-18,TX_1,TX,FOODS,2297,Saturday,10,2014,,,,
2014-11-05,TX_1,TX,FOODS,1507,Wednesday,11,2014,,,,
2014-11-25,TX_1,TX,FOODS,1745,Tuesday,11,2014,,,,
2015-05-10,TX_1,TX,FOODS,2317,Sunday,5,2015,Mother's day,Cultural,,
2015-08-29,TX_1,TX,FOODS,1995,Saturday,8,2015,,,,
2015-11-26,TX_1,TX,FOODS,1772,Thursday,11,2015,Thanksgiving,National,,
2011-04-06,TX_2,TX,HOBBIES,258,Wednesday,4,2011,,,,
2011-07-05,TX_2,TX,HOBBIES,285,Tuesday,7,2011,,,,
2011-07-30,TX_2,TX,HOBBIES,381,Saturday,7,2011,,,,
2012-01-18,TX_2,TX,HOBBIES,286,Wednesday,1,2012,,,,
2012-02-03,TX_2,TX,HOBBIES,310,Friday,2,2012,,,,
2012-04-17,TX_2,TX,HOBBIES,259,Tuesday,4,2012,,,,
2012-05-12,TX_2,TX,HOBBIES,324,Saturday,5,2012,,,,
2012-05-19,TX_2,TX,HOBBIES,351,Saturday,5,2012,,,,
2012-05-25,TX_2,TX,HOBBIES,280,Friday,5,2012,,,,
2013-11-25,TX_2,TX,HOBBIES,271,Monday,11,2013,,,,
2013-12-06,TX_2,TX,HOBBIES,353,Friday,12,2013,,,,
2013-12-16,TX_2,TX,HOBBIES,322,Monday,12,2013,,,,
2014-04-16,TX_2,TX,HOBBIES,249,Wednesday,4,2014,,,,
2014-10-16,TX_2,TX,HOBBIES,286,Thursday,10,2014,,,,
2015-05-18,TX_2,TX,HOBBIES,382,Monday,5,2015,,,,
2015-06-04,TX_2,TX,HOBBIES,386,Thursday,6,2015,NBAFinalsStart,Sporting,,
2015-07-04,TX_2,TX,HOBBIES,324,Saturday,7,2015,IndependenceDay,National,,
2015-10-15,TX_2,TX,HOBBIES,458,Thursday,10,2015,,,,
2016-02-12,TX_2,TX,HOBBIES,330,Friday,2,2016,,,,
2011-03-25,TX_1,TX,HOBBIES,182,Friday,3,2011,,,,
2011-06-29,TX_1,TX,HOBBIES,105,Wednesday,6,2011,,,,
2011-11-27,TX_1,TX,HOBBIES,202,Sunday,11,2011,,,,
2011-12-13,TX_1,TX,HOBBIES,140,Tuesday,12,2011,,,,
2012-03-13,TX_1,TX,HOBBIES,111,Tuesday,3,2012,,,,
2012-05-21,TX_1,TX,HOBBIES,156,Monday,5,2012,,,,
2013-01-14,TX_1,TX,HOBBIES,155,Monday,1,2013,,,,
2013-01-28,TX_1,TX,HOBBIES,244,Monday,1,2013,,,,
2013-02-23,TX_1,TX,HOBBIES,324,Saturday,2,2013,,,,
2013-05-19,TX_1,TX,HOBBIES,338,Sunday,5,2013,,,,
2013-07-05,TX_1,TX,HOBBIES,274,Friday,7,2013,,,,
2014-03-12,TX_1,TX,HOBBIES,237,Wednesday,3,2014,LentWeek2,Religious,,
2014-05-25,TX_1,TX,HOBBIES,245,Sunday,5,2014,,,,
2014-10-06,TX_1,TX,HOBBIES,210,Monday,10,2014,,,,
2014-10-31,TX_1,TX,HOBBIES,239,Friday,10,2014,Halloween,Cultural,,
2015-01-11,TX_1,TX,HOBBIES,241,Sunday,1,2015,,,,
2015-02-05,TX_1,TX,HOBBIES,257,Thursday,2,2015,,,,
2015-03-02,TX_1,TX,HOBBIES,233,Monday,3,2015,,,,
2015-04-14,TX_1,TX,HOBBIES,280,Tuesday,4,2015,,,,
2015-07-04,TX_1,TX,HOBBIES,221,Saturday,7,2015,IndependenceDay,National,,
2015-12-15,TX_1,TX,HOBBIES,255,Tuesday,12,2015,,,,
2011-06-15,TX_1,TX,HOUSEHOLD,326,Wednesday,6,2011,,,,
2011-07-09,TX_1,TX,HOUSEHOLD,557,Saturday,7,2011,,,,
2011-07-30,TX_1,TX,HOUSEHOLD,568,Saturday,7,2011,,,,
2011-08-08,TX_1,TX,HOUSEHOLD,452,Monday,8,2011,,,,
2011-09-03,TX_1,TX,HOUSEHOLD,667,Saturday,9,2011,,,,
2011-10-19,TX_1,TX,HOUSEHOLD,360,Wednesday,10,2011,,,,
2012-03-05,TX_1,TX,HOUSEHOLD,500,Monday,3,2012,,,,
2012-07-06,TX_1,TX,HOUSEHOLD,646,Friday,7,2012,,,,
2012-12-03,TX_1,TX,HOUSEHOLD,720,Monday,12,2012,,,,
2012-12-08,TX_1,TX,HOUSEHOLD,910,Saturday,12,2012,,,,
2013-02-14,TX_1,TX,HOUSEHOLD,650,Thursday,2,2013,ValentinesDay,Cultural,,
2013-07-11,TX_1,TX,HOUSEHOLD,643,Thursday,7,2013,,,,
2013-08-01,TX_1,TX,HOUSEHOLD,794,Thursday,8,2013,,,,
2013-08-16,TX_1,TX,HOUSEHOLD,612,Friday,8,2013,,,,
2013-08-19,TX_1,TX,HOUSEHOLD,674,Monday,8,2013,,,,
2013-10-10,TX_1,TX,HOUSEHOLD,652,Thursday,10,2013,,,,
2013-12-03,TX_1,TX,HOUSEHOLD,742,Tuesday,12,2013,,,,
2014-05-03,TX_1,TX,HOUSEHOLD,1018,Saturday,5,2014,,,,
2015-01-02,TX_1,TX,HOUSEHOLD,759,Friday,1,2015,,,,
2015-02-07,TX_1,TX,HOUSEHOLD,1073,Saturday,2,2015,,,,
2015-02-09,TX_1,TX,HOUSEHOLD,887,Monday,2,2015,,,,
2015-05-08,TX_1,TX,HOUSEHOLD,795,Friday,5,2015,,,,
2015-10-25,TX_1,TX,HOUSEHOLD,1027,Sunday,10,2015,,,,
2015-11-09,TX_1,TX,HOUSEHOLD,858,Monday,11,2015,,,,
2015-12-04,TX_1,TX,HOUSEHOLD,984,Friday,12,2015,,,,
2016-01-22,TX_1,TX,HOUSEHOLD,800,Friday,1,2016,,,,
2011-05-02,TX_1,TX,FOODS,1303,Monday,5,2011,,,,
2011-12-18,TX_1,TX,FOODS,1916,Sunday,12,2011,,,,
2012-01-02,TX_1,TX,FOODS,1973,Monday,1,2012,,,,
2013-02-13,TX_1,TX,FOODS,2521,Wednesday,2,2013,LentStart,Religious,,
2013-07-02,TX_1,TX,FOODS,1826,Tuesday,7,2013,,,,
2013-08-18,TX_1,TX,FOODS,2459,Sunday,8,2013,,,,
2013-10-18,TX_1,TX,FOODS,1791,Friday,10,2013,,,,
2015-08-02,TX_1,TX,FOODS,2623,Sunday,8,2015,,,,
2015-10-08,TX_1,TX,FOODS,1633,Thursday,10,2015,,,,
2015-11-12,TX_1,TX,FOODS,1593,Thursday,11,2015,,,,
2015-12-08,TX_1,TX,FOODS,1373,Tuesday,12,2015,,,,
2016-01-02,TX_1,TX,FOODS,1680,Saturday,1,2016,,,,
2016-01-12,TX_1,TX,FOODS,2163,Tuesday,1,2016,,,,
2016-04-06,TX_1,TX,FOODS,2061,Wednesday,4,2016,,,,
2011-03-05,TX_2,TX,HOBBIES,265,Saturday,3,2011,,,,
2011-05-31,TX_2,TX,HOBBIES,186,Tuesday,5,2011,NBAFinalsStart,Sporting,,
2011-07-07,TX_2,TX,HOBBIES,261,Thursday,7,2011,,,,
2011-12-07,TX_2,TX,HOBBIES,276,Wednesday,12,2011,,,,
2012-08-30,TX_2,TX,HOBBIES,287,Thursday,8,2012,,,,
2012-11-16,TX_2,TX,HOBBIES,262,Friday,11,2012,,,,
2013-03-31,TX_2,TX,HOBBIES,374,Sunday,3,2013,Easter,Cultural,,
2013-05-11,TX_2,TX,HOBBIES,673,Saturday,5,2013,,,,
2013-07-19,TX_2,TX,HOBBIES,407,Friday,7,2013,,,,
2013-08-14,TX_2,TX,HOBBIES,282,Wednesday,8,2013,,,,
2014-05-10,TX_2,TX,HOBBIES,367,Saturday,5,2014,,,,
2014-06-12,TX_2,TX,HOBBIES,284,Thursday,6,2014,,,,
2014-07-04,TX_2,TX,HOBBIES,252,Friday,7,2014,IndependenceDay,National,,
2014-10-07,TX_2,TX,HOBBIES,346,Tuesday,10,2014,,,,
2014-12-02,TX_2,TX,HOBBIES,323,Tuesday,12,2014,,,,
2015-01-21,TX_2,TX,HOBBIES,258,Wednesday,1,2015,,,,
2015-08-22,TX_2,TX,HOBBIES,400,Saturday,8,2015,,,,
2016-02-14,TX_2,TX,HOBBIES,397,Sunday,2,2016,ValentinesDay,Cultural,,
2011-03-14,TX_1,TX,HOBBIES,200,Monday,3,2011,,,,
2011-10-11,TX_1,TX,HOBBIES,133,Tuesday,10,2011,,,,
2011-10-13,TX_1,TX,HOBBIES,163,Thursday,10,2011,,,,
2011-12-07,TX_1,TX,HOBBIES,133,Wednesday,12,2011,,,,
2012-01-20,TX_1,TX,HOBBIES,189,Friday,1,2012,,,,
2012-04-17,TX_1,TX,HOBBIES,255,Tuesday,4,2012,,,,
2012-05-22,TX_1,TX,HOBBIES,131,Tuesday,5,2012,,,,
2012-09-11,TX_1,TX,HOBBIES,133,Tuesday,9,2012,,,,
2012-10-18,TX_1,TX,HOBBIES,165,Thursday,10,2012,,,,
2013-01-29,TX_1,TX,HOBBIES,121,Tuesday,1,2013,,,,
2013-05-07,TX_1,TX,HOBBIES,200,Tuesday,5,2013,,,,
2013-08-10,TX_1,TX,HOBBIES,281,Saturday,8,2013,,,,
2013-09-16,TX_1,TX,HOBBIES,223,Monday,9,2013,,,,
2013-12-24,TX_1,TX,HOBBIES,221,Tuesday,12,2013,,,,
2014-01-21,TX_1,TX,HOBBIES,136,Tuesday,1,2014,,,,
2014-12-27,TX_1,TX,HOBBIES,272,Saturday,12,2014,,,,
2015-02-19,TX_1,TX,HOBBIES,211,Thursday,2,2015,,,,
2015-03-12,TX_1,TX,HOBBIES,232,Thursday,3,2015,,,,
2015-04-12,TX_1,TX,HOBBIES,350,Sunday,4,2015,OrthodoxEaster,Religious,,
2015-08-22,TX_1,TX,HOBBIES,324,Saturday,8,2015,,,,
2015-12-13,TX_1,TX,HOBBIES,470,Sunday,12,2015,,,,
2015-12-19,TX_1,TX,HOBBIES,363,Saturday,12,2015,,,,
2016-02-10,TX_1,TX,HOBBIES,213,Wednesday,2,2016,LentStart,Religious,,
2011-04-15,TX_1,TX,HOUSEHOLD,516,Friday,4,2011,,,,
2011-05-09,TX_1,TX,HOUSEHOLD,460,Monday,5,2011,,,,
2011-11-13,TX_1,TX,HOUSEHOLD,636,Sunday,11,2011,,,,
2011-12-26,TX_1,TX,HOUSEHOLD,619,Monday,12,2011,,,,
2012-04-22,TX_1,TX,HOUSEHOLD,667,Sunday,4,2012,,,,
2012-09-06,TX_1,TX,HOUSEHOLD,772,Thursday,9,2012,,,,
2012-12-30,TX_1,TX,HOUSEHOLD,960,Sunday,12,2012,,,,
2013-04-17,TX_1,TX,HOUSEHOLD,702,Wednesday,4,2013,,,,
2013-10-02,TX_1,TX,HOUSEHOLD,789,Wednesday,10,2013,,,,
2013-10-11,TX_1,TX,HOUSEHOLD,705,Friday,10,2013,,,,
2014-01-01,TX_1,TX,HOUSEHOLD,523,Wednesday,1,2014,NewYear,National,,
2014-01-21,TX_1,TX,HOUSEHOLD,557,Tuesday,1,2014,,,,
2014-05-25,TX_1,TX,HOUSEHOLD,810,Sunday,5,2014,,,,
2014-07-27,TX_1,TX,HOUSEHOLD,915,Sunday,7,2014,,,,
2014-09-14,TX_1,TX,HOUSEHOLD,955,Sunday,9,2014,,,,
2014-11-09,TX_1,TX,HOUSEHOLD,1062,Sunday,11,2014,,,,
2015-08-10,TX_1,TX,HOUSEHOLD,832,Monday,8,2015,,,,
2015-09-12,TX_1,TX,HOUSEHOLD,1101,Saturday,9,2015,,,,
2015-11-15,TX_1,TX,HOUSEHOLD,1094,Sunday,11,2015,,,,
2016-03-01,TX_1,TX,HOUSEHOLD,859,Tuesday,3,2016,,,,
2016-03-16,TX_1,TX,HOUSEHOLD,918,Wednesday,3,2016,,,,
2011-11-26,TX_1,TX,FOODS,1354,Saturday,11,2011,,,,
2011-12-02,TX_1,TX,FOODS,1584,Friday,12,2011,,,,
2012-06-16,TX_1,TX,FOODS,2532,Saturday,6,2012,,,,
2012-07-22,TX_1,TX,FOODS,2546,Sunday,7,2012,,,,
2012-07-28,TX_1,TX,FOODS,2016,Saturday,7,2012,,,,
2012-08-11,TX_1,TX,FOODS,2686,Saturday,8,2012,,,,
2012-09-10,TX_1,TX,FOODS,1886,Monday,9,2012,,,,
2013-01-15,TX_1,TX,FOODS,1863,Tuesday,1,2013,,,,
2013-02-26,TX_1,TX,FOODS,1607,Tuesday,2,2013,,,,
2013-05-11,TX_1,TX,FOODS,2288,Saturday,5,2013,,,,
2013-06-03,TX_1,TX,FOODS,2100,Monday,6,2013,,,,
2013-10-26,TX_1,TX,FOODS,2200,Saturday,10,2013,,,,
2013-12-21,TX_1,TX,FOODS,1883,Saturday,12,2013,,,,
2014-01-14,TX_1,TX,FOODS,1796,Tuesday,1,2014,,,,
2014-02-25,TX_1,TX,FOODS,1766,Tuesday,2,2014,,,,
2014-11-02,TX_1,TX,FOODS,2249,Sunday,11,2014,,,,
2015-04-13,TX_1,TX,FOODS,2105,Monday,4,2015,,,,
2015-08-14,TX_1,TX,FOODS,1957,Friday,8,2015,,,,
2015-09-16,TX_1,TX,FOODS,1722,Wednesday,9,2015,,,,
2015-12-09,TX_1,TX,FOODS,1533,Wednesday,12,2015,,,,
2016-03-24,TX_1,TX,FOODS,1626,Thursday,3,2016,Purim End,Religious,,
2011-03-11,TX_2,TX,HOBBIES,267,Friday,3,2011,,,,
2011-08-25,TX_2,TX,HOBBIES,257,Thursday,8,2011,,,,
2011-11-13,TX_2,TX,HOBBIES,332,Sunday,11,2011,,,,
2011-12-03,TX_2,TX,HOBBIES,372,Saturday,12,2011,,,,
2012-05-16,TX_2,TX,HOBBIES,222,Wednesday,5,2012,,,,
2012-06-19,TX_2,TX,HOBBIES,237,Tuesday,6,2012,,,,
2012-07-12,TX_2,TX,HOBBIES,297,Thursday,7,2012,,,,
2012-07-21,TX_2,TX,HOBBIES,349,Saturday,7,2012,,,,
